V1,PAS_ID,pred_narrow,pred,usage,sig,change
3141,chr17:69542328:+,0.14274101,0.1550928,Decreased,no,longer
3149,chr17:74838479:+,0.06304487,0.07579449,Decreased,no,longer
3151,chr17:28345079:+,0.058247462,0.06704048,Decreased,no,longer
3156,chr17:28701731:+,0.005757554,0.0068928013,Decreased,no,longer
3160,chr4:41954460:+,0.2771773,0.34059104,Decreased,no,longer
3165,chr4:48422530:+,0.4636011,0.4745618,Decreased,no,longer
3169,chr4:48861194:+,0.10299999,0.6380116,Decreased,no,longer
3171,chr4:51915145:+,0.2677732,0.3740012,Decreased,no,longer
3180,chr4:56329436:+,0.5563071,0.5661625,Decreased,no,longer
3183,chr4:99881098:-,0.20406504,0.25929898,Decreased,no,longer
3189,chr4:86016479:-,0.017719837,0.07661618,Decreased,no,longer
3193,chr4:140622081:-,0.36524194,0.38071573,Decreased,no,longer
3214,chr4:153276268:+,0.4538474,0.47495437,Decreased,no,longer
3217,chr4:26755297:+,0.25498107,0.32903168,Decreased,no,longer
3224,chr4:151121380:-,0.041307,0.09484853,Decreased,no,longer
3226,chr4:27023960:+,0.3983626,0.51310974,Decreased,no,longer
3230,chr4:39122127:+,0.048655316,0.1364586,Decreased,no,longer
3234,chr11:125923096:+,0.25986204,0.37197912,Decreased,no,longer
3236,chr11:20367652:+,0.79987913,0.8215104,Decreased,no,longer
3243,chr11:116778560:-,0.26335984,0.26813546,Decreased,no,longer
3245,chr11:47618710:-,0.19773482,0.21438265,Decreased,no,longer
3248,chr11:121308630:+,0.39985302,0.4803148,Decreased,no,longer
3250,chr11:122959715:+,0.30446023,0.5199154,Decreased,no,longer
3254,chr11:124124834:+,0.92186475,0.9270689,Decreased,no,longer
3259,chr11:59208171:+,0.21897456,0.22458296,Decreased,no,longer
3262,chr11:64854089:-,0.0114327725,0.015433889,Decreased,no,longer
3265,chr11:126345748:+,0.05153671,0.07810745,Decreased,no,longer
3271,chr11:68165717:-,0.6831832,0.69791514,Decreased,no,longer
3272,chr11:68614592:+,0.661342,0.6714604,Decreased,no,longer
3274,chr11:60923408:+,0.111627504,0.65835494,Decreased,no,longer
3277,chr11:90201448:-,0.27881485,0.33100715,Decreased,no,longer
3279,chr11:72109587:-,0.2979797,0.315083,Decreased,no,longer
3280,chr11:73369082:+,0.0687031,0.082920715,Decreased,no,longer
3284,chr11:10514742:-,0.28003892,0.30818468,Decreased,no,longer
3290,chr11:33355365:+,0.20503998,0.2320886,Decreased,no,longer
3297,chr11:33744759:-,0.17825672,0.8537657,Decreased,no,longer
3298,chr11:34995969:+,0.7153126,0.73481935,Decreased,no,longer
3306,chr11:16755891:+,0.5383159,0.58328784,Decreased,no,longer
3311,chr11:17074392:-,0.8893954,0.8964629,Decreased,no,longer
3313,chr11:3675879:-,0.2513853,0.281045,Decreased,no,longer
3316,chr11:68053820:-,0.15289219,0.17062034,Decreased,no,longer
3322,chr12:121916643:+,0.44197485,0.4558031,Decreased,no,longer
3328,chr12:108646566:-,0.12952691,0.1411799,Decreased,no,longer
3338,chr12:109597262:+,0.26392123,0.2760959,Decreased,no,longer
3341,chr12:51063659:-,0.10844562,0.11783897,Decreased,no,longer
3347,chr12:122505058:-,0.36964402,0.4027252,Decreased,no,longer
3350,chr12:62647289:-,0.30577898,0.32492045,Decreased,no,longer
3352,chr12:95514341:+,0.6287381,0.64122504,Decreased,no,longer
3368,chr12:12329264:-,0.39173728,0.4029721,Decreased,no,longer
3373,chr12:111809848:+,0.0119421035,0.053465195,Decreased,no,longer
3380,chr12:112027785:-,0.14887206,0.1887744,Decreased,no,longer
3381,chr12:122979437:+,0.08483227,0.089317374,Decreased,no,longer
3383,chr12:123660722:+,0.3041979,0.37597388,Decreased,no,longer
3387,chr12:46188200:-,0.056131165,0.14724353,Decreased,no,longer
3392,chr12:116715804:-,0.0103061255,0.016682127,Decreased,no,longer
3396,chr12:54350875:+,0.3188686,0.32751587,Decreased,no,longer
3398,chr12:64876032:+,0.23658967,0.2606262,Decreased,no,longer
3402,chr12:67313180:+,0.16582535,0.38422614,Decreased,no,longer
3409,chr12:68742685:+,0.63607997,0.6994885,Decreased,no,longer
3411,chr12:70354645:+,0.18960227,0.35126802,Decreased,no,longer
3413,chr12:69269670:+,0.37647238,0.40912378,Decreased,no,longer
3420,chr12:75499551:-,0.079529054,0.29332945,Decreased,no,longer
3428,chr12:101729067:+,0.47997528,0.5585038,Decreased,no,longer
3435,chr12:6976185:-,0.029085489,0.0400931,Decreased,no,longer
3439,chr12:21516201:+,0.2663877,0.52707934,Decreased,no,longer
3443,chr12:104103449:+,0.39174163,0.56243265,Decreased,no,longer
3449,chr12:22201009:-,0.45836103,0.49107847,Decreased,no,longer
3453,chr12:8940300:+,0.4553253,0.5209166,Decreased,no,longer
3464,chr6:87340579:+,0.353421,0.41370192,Decreased,no,longer
3476,chr6:125931106:+,0.6007553,0.6267387,Decreased,no,longer
3479,chr6:152988072:-,0.09357219,0.17464691,Decreased,no,longer
3491,chr6:37637104:-,0.10299767,0.10876826,Decreased,no,longer
3493,chr6:53098353:+,0.5064839,0.5710586,Decreased,no,longer
3501,chr6:57108500:+,0.68176574,0.7130128,Decreased,no,longer
3508,chr6:57184935:+,0.123352855,0.14034437,Decreased,no,longer
3512,chr6:57188785:-,0.7246907,0.80084324,Decreased,no,longer
3517,chr6:99615561:+,0.46926656,0.56667334,Decreased,no,longer
3525,chr6:131586732:-,0.3039144,0.3353225,Decreased,no,longer
3526,chr6:24701711:+,0.0968218,0.11266495,Decreased,no,longer
3529,chr6:70861173:+,0.5720789,0.58894366,Decreased,no,longer
3532,chr6:24705702:-,0.012132271,0.39653677,Decreased,no,longer
3536,chr6:107658794:+,0.0029657932,0.010808561,Decreased,no,longer
3541,chr6:108211837:-,0.14482698,0.15025693,Decreased,no,longer
3542,chr6:109825424:+,0.85236996,0.8888995,Decreased,no,longer
3545,chr6:138090788:-,0.87328064,0.8969617,Decreased,no,longer
3554,chr6:41933043:+,0.0633228,0.07017075,Decreased,no,longer
3564,chr6:486102:-,0.31431645,0.36685008,Decreased,no,longer
3566,chr6:75715681:+,0.16353263,0.2049768,Decreased,no,longer
3571,chr6:4061905:+,0.678904,0.7161654,Decreased,no,longer
3573,chr6:26469636:+,0.32037964,0.35256737,Decreased,no,longer
3575,chr12:132584292:+,0.3164449,0.3406509,Decreased,no,longer
3597,chr5:151662435:-,0.53650576,0.5867709,Decreased,no,longer
3621,chr5:157739763:+,0.017136905,0.034340847,Decreased,no,longer
3634,chr5:31401300:-,0.5776785,0.59628385,Decreased,no,longer
3635,chr5:31324586:+,0.22105114,0.2527788,Decreased,no,longer
3650,chr5:34908549:-,0.32567117,0.34312788,Decreased,no,longer
3660,chr5:65590180:-,0.1366768,0.2984806,Decreased,no,longer
3665,chr5:134899819:+,0.030711386,0.17628616,Decreased,no,longer
3670,chr5:40714475:-,0.49660563,0.50990915,Decreased,no,longer
3678,chr5:146511505:+,0.59543055,0.6210547,Decreased,no,longer
3681,chr5:147393373:-,0.18193497,0.20927912,Decreased,no,longer
3687,chr5:172952236:+,0.0055772015,0.01223193,Decreased,no,longer
3692,chr5:177065962:+,0.072478704,0.14683375,Decreased,no,longer
3701,chr3:53868654:-,0.041042693,0.14690018,Decreased,no,longer
3703,chr3:186546340:-,0.32481557,0.39380482,Decreased,no,longer
3705,chr3:3150013:-,0.07549821,0.15644693,Decreased,no,longer
3715,chr3:122409997:+,0.60211235,0.6231645,Decreased,no,longer
3722,chr3:122425679:-,0.31777364,0.3669577,Decreased,no,longer
3724,chr3:136330169:+,0.1618777,0.2044247,Decreased,no,longer
3745,chr3:141952496:-,0.052135307,0.09899589,Decreased,no,longer
3749,chr3:167683908:-,0.33302435,0.37050253,Decreased,no,longer
3759,chr3:180976546:+,0.32705718,0.33740717,Decreased,no,longer
3766,chr3:107810069:+,0.10454044,0.19523722,Decreased,no,longer
3776,chr3:124744292:+,0.08165732,0.084946014,Decreased,no,longer
3778,chr3:127037385:+,0.5138319,0.5308106,Decreased,no,longer
3780,chr3:127680917:+,0.024222998,0.03480192,Decreased,no,longer
3787,chr3:131462521:-,0.10974973,0.27902377,Decreased,no,longer
3788,chr3:50580673:+,0.18935595,0.1943784,Decreased,no,longer
3793,chr3:149740747:-,0.3443535,0.3611091,Decreased,no,longer
3799,chr3:183983753:-,0.54570806,0.569574,Decreased,no,longer
3812,chr3:70956120:-,0.49934992,0.64360416,Decreased,no,longer
3813,chr3:184335054:+,0.014123627,0.027279481,Decreased,no,longer
3816,chr3:52710786:-,0.6778808,0.68480843,Decreased,no,longer
3826,chr2:74155721:-,0.5117228,0.5337518,Decreased,no,longer
3830,chr2:74425883:-,0.12872387,0.13302694,Decreased,no,longer
3831,chr2:112532404:+,0.40963945,0.415283,Decreased,no,longer
3833,chr2:95413130:+,0.26261687,0.274548,Decreased,no,longer
3840,chr2:113712791:-,0.47535202,0.5193012,Decreased,no,longer
3847,chr2:152118597:-,0.32185894,0.44332364,Decreased,no,longer
3855,chr2:161411419:+,0.524876,0.5443838,Decreased,no,longer
3862,chr2:53670158:-,0.16450569,0.19871412,Decreased,no,longer
3864,chr2:162361120:+,0.5545941,0.68560123,Decreased,no,longer
3869,chr2:54669674:+,0.70886964,0.7421006,Decreased,no,longer
3871,chr2:74533000:+,0.009652105,0.017889265,Decreased,no,longer
3880,chr2:55290901:-,0.25013292,0.2673784,Decreased,no,longer
3893,chr2:190965155:+,0.07567026,0.18180872,Decreased,no,longer
3895,chr2:98618403:+,0.13211009,0.3174852,Decreased,no,longer
3903,chr2:63046034:+,0.25415662,0.25940385,Decreased,no,longer
3908,chr2:197475119:+,0.2675112,0.3505835,Decreased,no,longer
3912,chr2:197391975:-,0.87507266,0.9133934,Decreased,no,longer
3915,chr2:197550909:+,0.23665093,0.27257547,Decreased,no,longer
3928,chr2:218638146:-,0.011625002,0.018359572,Decreased,no,longer
3929,chr2:219248904:+,0.06601605,0.0728735,Decreased,no,longer
3932,chr2:241229214:-,0.42338276,0.42809725,Decreased,no,longer
3933,chr2:241167172:+,0.6728214,0.7563479,Decreased,no,longer
3942,chr2:8684316:+,0.6453787,0.80799055,Decreased,no,longer
3944,chr2:32618414:+,0.3460127,0.66323256,Decreased,no,longer
3949,chr2:170966600:+,0.06067212,0.06607318,Decreased,no,longer
3954,chr2:36846175:-,0.0715333,0.20951518,Decreased,no,longer
3974,chr2:198149860:+,0.29657224,0.35330233,Decreased,no,longer
3995,chr2:147935395:-,0.06675957,0.07818215,Decreased,no,longer
3998,chr2:69470926:-,0.2847138,0.3561411,Decreased,no,longer
4001,chr2:201379346:-,0.15204905,0.45604542,Decreased,no,longer
4005,chr2:70224424:-,0.51645684,0.6497977,Decreased,no,longer
4016,chr2:221418983:-,0.65680695,0.7057603,Decreased,no,longer
4018,chr2:222571744:-,0.12514707,0.14044236,Decreased,no,longer
4019,chr2:73609715:+,0.13887876,0.20703647,Decreased,no,longer
4036,chr1:178920100:+,0.6413489,0.6532578,Decreased,no,longer
4046,chr1:6186218:-,0.29271775,0.34440812,Decreased,no,longer
4051,chr1:109173810:+,0.1827902,0.21020636,Decreased,no,longer
4060,chr1:111713113:+,0.57299095,0.8006504,Decreased,no,longer
4069,chr1:35183601:-,0.72286695,0.7359647,Decreased,no,longer
4076,chr1:156466225:-,0.045687977,0.057441894,Decreased,no,longer
4079,chr1:184620325:+,0.42098904,0.42732307,Decreased,no,longer
4081,chr1:185291493:+,0.4457501,0.49161294,Decreased,no,longer
4093,chr1:11920063:-,0.34973258,0.43771443,Decreased,no,longer
4110,chr1:193015483:-,0.121653244,0.15779307,Decreased,no,longer
4114,chr1:114567736:-,0.1353735,0.14683941,Decreased,no,longer
4124,chr1:113705766:-,0.77437663,0.7900674,Decreased,no,longer
4134,chr1:231277788:+,0.3279848,0.5331683,Decreased,no,longer
4136,chr1:236549266:+,0.20449218,0.21957177,Decreased,no,longer
4143,chr1:232398694:-,0.20830299,0.25644642,Decreased,no,longer
4147,chr1:243501764:-,0.5506524,0.626196,Decreased,no,longer
4155,chr1:81992422:+,0.39604482,0.40421855,Decreased,no,longer
4163,chr1:202728696:-,0.073426396,0.11166432,Decreased,no,longer
4164,chr1:162599831:+,0.4309992,0.5010771,Decreased,no,longer
4170,chr1:84644973:-,0.08509882,0.28960794,Decreased,no,longer
4175,chr1:85652808:-,0.14487447,0.46601498,Decreased,no,longer
4178,chr1:205087691:-,0.10776449,0.14112294,Decreased,no,longer
4196,chr1:46362190:+,0.07663354,0.08889168,Decreased,no,longer
4209,chr1:100990063:-,0.48556414,0.4898371,Decreased,no,longer
4213,chr1:173488011:+,0.2903621,0.30979982,Decreased,no,longer
4215,chr1:209851795:+,0.035565272,0.119862676,Decreased,no,longer
4219,chr1:98892368:-,0.45063686,0.46488437,Decreased,no,longer
4228,chr1:100026887:+,0.061660685,0.12598854,Decreased,no,longer
4230,chr1:211313295:+,0.62649554,0.9024642,Decreased,no,longer
4235,chr1:212446139:+,0.19087522,0.19704403,Decreased,no,longer
4239,chr1:212737758:-,0.6424787,0.6617539,Decreased,no,longer
4254,chr15:80978966:-,0.13851267,0.14935914,Decreased,no,longer
4259,chr19:47428671:-,0.021610077,0.025620945,Decreased,no,longer
4260,chr1:200859761:+,0.16499096,0.2700533,Decreased,no,longer
4263,chr1:161959061:+,0.03835079,0.089156464,Decreased,no,longer
4266,chr2:215942804:-,0.6879538,0.7529775,Decreased,no,longer
4281,chr2:207075100:-,0.3586541,0.38113776,Decreased,no,longer
4285,chr11:74977057:+,0.25535405,0.32884747,Decreased,no,longer
4300,chr1:66744370:+,0.17224078,0.2255412,Decreased,no,longer
4322,chr1:113912468:+,0.1075738,0.13355038,Decreased,no,longer
4331,chr1:101804867:-,0.33434007,0.34732038,Decreased,no,longer
4343,chr13:57726945:+,0.110031016,0.19942938,Decreased,no,longer
4346,chr2:20685058:-,0.66797304,0.6809946,Decreased,no,longer
4347,chr2:203305610:+,0.35076568,0.39159814,Decreased,no,longer
4354,chr2:196764258:-,0.0880732,0.10031064,Decreased,no,longer
4360,chr3:196933511:+,0.37577385,0.38852948,Decreased,no,longer
4365,chr1:231217023:+,0.041533433,0.07208397,Decreased,no,longer
4369,chr1:236550670:-,0.04406942,0.083247475,Decreased,no,longer
4372,chr9:107330445:+,0.45407966,0.45949054,Decreased,no,longer
4378,chr9:113165520:-,0.21105233,0.26511532,Decreased,no,longer
4384,chr9:128695530:+,0.59453636,0.60510385,Decreased,no,longer
4390,chr9:120764230:-,0.06360045,0.19819805,Decreased,no,longer
4396,chr9:125149127:-,0.5746099,0.6080561,Decreased,no,longer
4402,chr9:125438472:-,0.48167017,0.5045801,Decreased,no,longer
4410,chr18:63331476:-,0.13750423,0.16503118,Decreased,no,longer
4412,chr18:63389305:-,0.4294905,0.5161226,Decreased,no,longer
4418,chr14:74836189:+,0.2597417,0.46535462,Decreased,no,longer
4428,chr14:73575653:+,0.39504176,0.42693013,Decreased,no,longer
4431,chr14:74662437:-,0.02183974,0.037290577,Decreased,no,longer
4436,chr14:73103475:+,0.00079509825,0.012169896,Decreased,no,longer
4444,chr14:90278061:-,0.15509842,0.17372312,Decreased,no,longer
4449,chr2:27653070:-,0.07206604,0.102019966,Decreased,no,longer
4450,chr2:23697903:+,0.16406162,0.19551736,Decreased,no,longer
4454,chr2:25232976:-,0.4694342,0.5210136,Decreased,no,longer
4457,chr2:38294095:-,0.30265224,0.33198735,Decreased,no,longer
4458,chr2:30159550:+,0.7650166,0.79895407,Decreased,no,longer
4461,chr2:32306585:+,0.30983424,0.37587112,Decreased,no,longer
4474,chr6:71302268:+,0.11317578,0.14211065,Decreased,no,longer
4477,chr10:100913885:+,0.9066062,0.90827006,Decreased,no,longer
4480,chr10:110286634:+,0.56797934,0.6857934,Decreased,no,longer
4491,chr10:119137773:+,0.13243707,0.18475406,Decreased,no,longer
4496,chr17:65010715:-,0.73890686,0.7555713,Decreased,no,longer
4498,chr9:26840947:-,0.41502693,0.4436489,Decreased,no,longer
4502,chr9:27329132:-,0.5455928,0.55174524,Decreased,no,longer
4503,chr4:157364286:+,0.60012233,0.6578715,Decreased,no,longer
4506,chr6:150898997:+,0.36067697,0.36721468,Decreased,no,longer
4508,chr6:149802530:+,0.62901914,0.6393352,Decreased,no,longer
4510,chr5:140672344:+,0.031234538,0.055738825,Decreased,no,longer
4523,chr6:159778890:+,0.053064495,0.110790834,Decreased,no,longer
4526,chr6:159778954:-,0.33347246,0.41541073,Decreased,no,longer
4528,chr11:130875880:-,0.56560403,0.583109,Decreased,no,longer
4530,chrX:70286597:-,0.16794151,0.18369347,Decreased,no,longer
4532,chr8:109343663:+,0.699699,0.7256214,Decreased,no,longer
4535,chr10:20280190:+,0.117147215,0.34322482,Decreased,no,longer
4539,chr10:32268569:-,0.057168864,0.106570125,Decreased,no,longer
4549,chr13:43107408:+,0.21335454,0.23059927,Decreased,no,longer
4555,chr13:38363000:+,0.35940087,0.4685195,Decreased,no,longer
4561,chr13:31136627:-,0.6953026,0.7429628,Decreased,no,longer
4571,chr5:138507444:-,0.25518012,0.28841826,Decreased,no,longer
4573,chr5:139369084:+,0.115237534,0.12586947,Decreased,no,longer
4578,chr5:138469241:+,0.034328606,0.27423006,Decreased,no,longer
4586,chr19:37632487:-,0.8513444,0.8594636,Decreased,no,longer
4588,chr12:95021895:-,0.71040523,0.75745225,Decreased,no,longer
4591,chr12:98550311:+,0.5936163,0.692552,Decreased,no,longer
4600,chr12:104119323:-,0.60164577,0.61126083,Decreased,no,longer
4606,chr8:29336541:-,0.105882734,0.41613817,Decreased,no,longer
4611,chr1:11286282:+,0.12887135,0.16753732,Decreased,no,longer
4628,chr4:153636623:+,0.21971148,0.5803701,Decreased,no,longer
4630,chr16:50230685:+,0.3561292,0.36471716,Decreased,no,longer
4632,chr16:50310520:+,0.7297252,0.7406824,Decreased,no,longer
4637,chr19:31276097:-,0.54888564,0.7156313,Decreased,no,longer
4644,chr13:19702870:-,0.69036806,0.75735056,Decreased,no,longer
4645,chr19:57642767:+,0.7777608,0.7799394,Decreased,no,longer
4650,chr1:180277778:+,0.28503245,0.42182174,Decreased,no,longer
4654,chr1:185102173:+,0.08873835,0.37156218,Decreased,no,longer
4664,chr3:119211741:-,0.46954584,0.62766397,Decreased,no,longer
4673,chr13:20086691:+,0.03938696,0.6928493,Decreased,no,longer
4686,chr3:179234985:+,0.07843454,0.08715539,Decreased,no,longer
4692,chr4:39898023:-,0.5369133,0.6510166,Decreased,no,longer
4693,chr4:39477582:+,0.20217432,0.6600462,Decreased,no,longer
4702,chr1:108932298:-,0.1443232,0.159456,Decreased,no,longer
4704,chr2:143946016:-,0.5214762,0.5531622,Decreased,no,longer
4721,chr2:241089170:-,0.004920119,0.017026162,Decreased,no,longer
4735,chr10:80432694:+,0.0013143977,0.9742191,Decreased,no,longer
4749,chr1:92398886:+,0.5415272,0.58982384,Decreased,no,longer
4753,chr18:79903703:-,0.004354752,0.011062847,Decreased,no,longer
4754,chr7:33605630:+,0.7021152,0.7405976,Decreased,no,longer
4761,chr7:35905305:+,0.72957236,0.7399785,Decreased,no,longer
4767,chr7:23175302:+,0.72376543,0.73485076,Decreased,no,longer
4774,chr7:26212415:+,0.19214268,0.31277514,Decreased,no,longer
4785,chr7:12689175:+,0.5170153,0.52559745,Decreased,no,longer
4789,chr9:33044724:-,0.047324557,0.09316877,Decreased,no,longer
4791,chr9:32450733:+,0.09362178,0.12831217,Decreased,no,longer
4795,chr9:37861966:+,0.09061229,0.30727637,Decreased,no,longer
4800,chr7:138837110:-,0.22390613,0.26902717,Decreased,no,longer
4802,chr7:138585585:+,0.52798754,0.53174424,Decreased,no,longer
4810,chr7:135165788:-,0.05999497,0.12775777,Decreased,no,longer
4817,chr10:68482703:-,0.21619272,0.300721,Decreased,no,longer
4827,chr12:115981369:-,0.37909582,0.5607562,Decreased,no,longer
4841,chrX:23703678:-,0.15157366,0.41359094,Decreased,no,longer
4851,chr13:45956447:-,0.4698746,0.5028569,Decreased,no,longer
4853,chr5:65823353:+,0.036292017,0.065635696,Decreased,no,longer
4864,chr12:55820476:+,0.008774929,0.050839312,Decreased,no,longer
4869,chr12:54181471:-,0.08998877,0.09789337,Decreased,no,longer
4871,chr1:46635040:-,0.7072565,0.7178134,Decreased,no,longer
4872,chr6:110894168:+,0.38461986,0.3921156,Decreased,no,longer
4877,chr6:96891014:-,0.5551465,0.5718356,Decreased,no,longer
4894,chrX:132203312:-,0.8151232,0.8478953,Decreased,no,longer
4904,chr2:222942217:+,0.4707665,0.53398615,Decreased,no,longer
4907,chr2:219541460:-,0.100926116,0.11584666,Decreased,no,longer
4912,chr2:219561722:-,0.11770014,0.1250026,Decreased,no,longer
4917,chr20:46023588:+,0.44091484,0.45724627,Decreased,no,longer
4922,chr20:58445550:+,0.763678,0.8439309,Decreased,no,longer
4927,chr20:59028685:-,0.4805245,0.5237714,Decreased,no,longer
4930,chr20:41175718:+,0.2547277,0.26194993,Decreased,no,longer
4932,chr20:43461549:+,0.67344964,0.6914209,Decreased,no,longer
4935,chr20:44279327:+,0.015339065,0.037269518,Decreased,no,longer
4938,chr20:49096585:+,0.33576038,0.36686096,Decreased,no,longer
4942,chr20:58360670:+,0.2984295,0.36488515,Decreased,no,longer
4946,chr20:58679346:+,0.0942256,0.75713253,Decreased,no,longer
4950,chr20:57651060:-,0.35475385,0.41975057,Decreased,no,longer
4951,chr20:49952210:+,0.05944895,0.065576434,Decreased,no,longer
4956,chrX:53266327:-,0.26759267,0.30054405,Decreased,no,longer
4965,chrX:41232756:+,0.09047442,0.16803679,Decreased,no,longer
4972,chr6:42228126:-,0.18090767,0.2016438,Decreased,no,longer
4976,chr6:24423475:+,0.64732385,0.6781266,Decreased,no,longer
4993,chr6:27401526:+,0.28848183,0.32765004,Decreased,no,longer
4996,chr6:42744855:-,0.33946678,0.3517361,Decreased,no,longer
5001,chr6:7289539:-,0.15917131,0.19639468,Decreased,no,longer
5020,chr3:9963967:-,0.08652008,0.15842433,Decreased,no,longer
5022,chr16:58520698:-,0.10749561,0.11730534,Decreased,no,longer
5031,chr13:99562810:+,0.47053865,0.55743355,Decreased,no,longer
5046,chr9:132689434:+,0.18626264,0.2036121,Decreased,no,longer
5056,chr19:54178325:-,0.022142058,0.034175508,Decreased,no,longer
5068,chr19:6380177:-,0.0039218706,0.01671603,Decreased,no,longer
5077,chr19:45485291:-,0.101702444,0.11374063,Decreased,no,longer
5079,chr19:45818908:-,0.09450419,0.103829704,Decreased,no,longer
5099,chr20:410763:+,0.46625534,0.4714527,Decreased,no,longer
5104,chr20:7982211:-,0.012352068,0.03125079,Decreased,no,longer
5105,chr20:3825301:+,0.13883014,0.14313096,Decreased,no,longer
5108,chr20:17614099:-,0.034337115,0.061204508,Decreased,no,longer
5115,chr20:16741219:+,0.42001197,0.4328397,Decreased,no,longer
5120,chr20:436284:-,0.5365599,0.56503034,Decreased,no,longer
5124,chr1:23309786:-,0.64360243,0.69434,Decreased,no,longer
5126,chr1:23359974:-,0.1755085,0.19431598,Decreased,no,longer
5129,chr14:65075544:-,0.10640954,0.12249217,Decreased,no,longer
5131,chr20:34089432:-,0.6118849,0.6329981,Decreased,no,longer
5136,chr20:32195617:-,0.13453364,0.14004572,Decreased,no,longer
5142,chrX:112774927:-,0.51003075,0.7705848,Decreased,no,longer
5147,chr1:36072033:+,0.81303054,0.8296827,Decreased,no,longer
5163,chr17:30185765:+,0.036390428,0.06886448,Decreased,no,longer
5167,chr1:28200558:-,0.5367951,0.54068434,Decreased,no,longer
5169,chr12:6666477:-,0.015179262,0.82168794,Decreased,no,longer
5173,chrX:47635521:-,0.06933903,0.071089774,Decreased,no,longer
5176,chr14:55684576:+,0.89570785,0.89765733,Decreased,no,longer
5205,chr9:92846069:-,0.30598056,0.3212333,Decreased,no,longer
5212,chr3:193270854:+,0.42788452,0.45015743,Decreased,no,longer
5214,chr12:68660505:+,0.16289833,0.5872537,Decreased,no,longer
5217,chr12:69816692:+,0.021087512,0.03910743,Decreased,no,longer
5220,chr12:67658902:+,0.061107505,0.09542073,Decreased,no,longer
5223,chr1:25834826:-,0.043854013,0.053793553,Decreased,no,longer
5239,chr16:1986111:+,0.030621814,0.04413315,Decreased,no,longer
5242,chr16:798072:+,0.0034760966,0.0061487597,Decreased,no,longer
5252,chr2:218272945:+,0.2730809,0.2812805,Decreased,no,longer
5259,chr7:80219283:+,0.15494046,0.22706927,Decreased,no,longer
5263,chr7:92487135:-,0.24592619,0.3734613,Decreased,no,longer
5274,chr4:56459661:+,0.1426872,0.3206559,Decreased,no,longer
5284,chr22:26524083:-,0.023130419,0.7148517,Decreased,no,longer
5292,chr7:118195601:+,0.2657132,0.27638787,Decreased,no,longer
5298,chr7:102425448:+,0.017585037,0.020797703,Decreased,no,longer
5301,chr7:101314727:-,0.011353038,0.15767302,Decreased,no,longer
5302,chr7:108574400:+,0.53643644,0.5626677,Decreased,no,longer
5306,chr7:128771473:+,0.68716455,0.6919849,Decreased,no,longer
5309,chr7:123541029:-,0.2905601,0.3414201,Decreased,no,longer
5311,chr19:38933017:+,0.05343314,0.072561085,Decreased,no,longer
5313,chr2:191424102:+,0.36770633,0.4012086,Decreased,no,longer
5327,chr15:28111425:-,0.6927672,0.7342665,Decreased,no,longer
5333,chr15:51815906:+,0.5282007,0.5631715,Decreased,no,longer
5343,chr15:40394193:+,0.02263269,0.13041168,Decreased,no,longer
5346,chr15:48342419:+,0.2668022,0.3818524,Decreased,no,longer
5353,chr15:61864306:-,0.22138952,0.54689896,Decreased,no,longer
5356,chr11:14457552:-,0.40595838,0.68557274,Decreased,no,longer
5357,chr4:176328349:+,0.122813165,0.14769715,Decreased,no,longer
5370,chr4:182891253:-,0.03269032,0.04397989,Decreased,no,longer
5373,chr17:7581972:+,0.08278653,0.10100494,Decreased,no,longer
5378,chr17:5024702:+,0.2779097,0.2833476,Decreased,no,longer
5387,chr12:48688458:-,0.9078483,0.9161763,Decreased,no,longer
5390,chr12:43721703:-,0.34750763,0.50966895,Decreased,no,longer
5394,chr19:10685763:+,0.4711042,0.48368022,Decreased,no,longer
5397,chr19:10643912:+,0.017603062,0.019802535,Decreased,no,longer
5402,chr14:31446994:-,0.30663478,0.34985322,Decreased,no,longer
5405,chr14:34603341:-,0.116830625,0.12673895,Decreased,no,longer
5409,chr5:112878480:-,0.52858776,0.5610437,Decreased,no,longer
5417,chrX:138631574:-,0.7155397,0.74385035,Decreased,no,longer
5422,chr16:371863:-,0.086551346,0.08944603,Decreased,no,longer
5423,chr19:19357756:+,0.20680386,0.22792266,Decreased,no,longer
5426,chr19:417025:-,0.0057345284,0.05592497,Decreased,no,longer
5429,chr19:812488:-,0.097662084,0.105442904,Decreased,no,longer
5431,chr19:55173100:-,0.039816424,0.048337907,Decreased,no,longer
5435,chr16:88876124:-,0.057933364,0.5636912,Decreased,no,longer
5437,chrX:7048919:-,0.7417367,0.84208167,Decreased,no,longer
5440,chrX:54565283:+,0.32954633,0.35000777,Decreased,no,longer
5445,chr9:89606552:+,0.66398174,0.6647813,Decreased,no,longer
5456,chr19:17320289:+,0.09536018,0.0986261,Decreased,no,longer
5458,chr6:158507241:+,0.077200346,0.0967269,Decreased,no,longer
5476,chr2:239960740:-,0.2771515,0.29209787,Decreased,no,longer
5477,chr19:18434422:+,0.014261967,0.019818366,Decreased,no,longer
5497,chr10:133325428:-,0.07976366,0.08423675,Decreased,no,longer
5506,chr20:62294884:+,0.2563628,0.28746876,Decreased,no,longer
5509,chr9:130704572:+,0.016509622,0.4218212,Decreased,no,longer
5513,chr9:131524563:-,0.0022868533,0.013802532,Decreased,no,longer
5527,chrX:153695403:+,0.07716241,0.0891908,Decreased,no,longer
