V1,PAS_ID,original_PAS_pred_narrow,original_PAS_pred,usage,sig
7256,chr1:223220828:-,0.3412378,0.34971926,Increased,yes
7260,chr1:221702149:-,0.23072557,0.25192434,Increased,yes
7261,chr1:223779899:-,0.2749971,0.32535836,Increased,yes
7263,chr1:154155309:-,0.22695868,0.26570284,Increased,yes
7269,chr1:154271509:+,0.073007904,0.40735012,Increased,yes
7271,chr1:154206848:-,0.18166828,0.19212626,Decreased,yes
7272,chr1:153804728:-,0.75349313,0.8153729,Increased,yes
7276,chr1:153662034:-,0.61696863,0.6563674,Decreased,yes
7277,chr1:155897809:-,0.28346938,0.3222943,Decreased,yes
7279,chr1:153774079:+,0.40459546,0.41675124,Decreased,yes
7282,chr1:155289847:+,0.246047,0.25783753,Increased,yes
7284,chr1:230282119:+,0.62074924,0.6276199,Increased,yes
7285,chr1:246767468:+,0.18518575,0.22275008,Decreased,yes
7288,chr1:235661035:-,0.3358215,0.38353562,Decreased,yes
7290,chr2:277505:+,0.29323503,0.5955433,Decreased,yes
7292,chr1:224226183:-,0.03883899,0.048076157,Decreased,yes
7295,chr1:224193438:+,0.5998473,0.60965526,Increased,yes
7297,chr1:224162046:+,0.5546115,0.564457,Decreased,yes
7299,chr1:228099209:+,0.36786258,0.402864,Increased,yes
7301,chr1:224376883:+,0.32110047,0.33384985,Decreased,yes
7305,chr1:227070331:-,0.49639127,0.58105975,Increased,yes
7309,chr1:224740552:+,0.20694475,0.33410433,Increased,yes
7311,chr1:228104432:-,0.0070463703,0.016411355,Decreased,yes
7312,chr2:8852696:-,0.7642199,0.7730786,Increased,yes
7314,chr1:226360691:-,0.40872738,0.43677422,Increased,yes
7319,chr1:204218853:-,0.6974767,0.70957404,Increased,yes
7322,chr2:10783860:-,0.29460257,0.37305844,Decreased,yes
7325,chr2:20449439:+,0.5471567,0.5886968,Increased,yes
7326,chr2:38561978:-,0.34128723,0.51521134,Increased,yes
7332,chr2:47160088:-,0.2695289,0.6674944,Decreased,yes
7336,chr2:63893071:-,0.26628464,0.31239414,Decreased,yes
7339,chr2:25737486:-,0.37167725,0.4627373,Decreased,yes
7342,chr2:67411834:+,0.61410296,0.63230294,Increased,yes
7344,chr2:70281508:-,0.4236093,0.45484245,Increased,yes
7347,chr2:96274126:+,0.04084909,0.93820333,Increased,yes
7349,chr2:95145001:-,0.5941998,0.63070107,Increased,yes
7352,chr2:96274338:-,0.45874217,0.5070529,Increased,yes
7354,chr2:70985943:-,0.38082403,0.3889671,Increased,yes
7356,chr2:119682118:+,0.3327858,0.33482978,Decreased,yes
7358,chr2:112211527:-,0.74098784,0.80521154,Increased,yes
7361,chr2:98399800:+,0.3233583,0.35417345,Decreased,yes
7362,chr2:97078748:-,0.64537364,0.7369094,Increased,yes
7364,chr2:99545865:-,0.24423516,0.27920398,Decreased,yes
7367,chr2:135769821:+,0.11295868,0.8456256,Decreased,yes
7370,chr2:127846266:-,0.21400976,0.2288504,Decreased,yes
7373,chr2:127862092:-,0.6567687,0.70353574,Decreased,yes
7374,chr2:154450967:+,0.029701792,0.18104583,Decreased,yes
7380,chr2:158681831:+,0.7834542,0.78591895,Increased,yes
7381,chr2:174428220:+,0.26434523,0.29946804,Decreased,yes
7385,chr2:175927764:-,0.6777393,0.70670694,Increased,yes
7389,chr2:191949048:-,0.33675295,0.5802081,Increased,yes
7392,chr2:207581354:-,0.3875047,0.4380791,Increased,yes
7399,chr2:210149003:-,0.39433306,0.4765585,Increased,yes
7401,chr2:213331041:+,0.31780514,0.37050384,Increased,yes
7405,chr2:225703653:+,0.8375482,0.90190136,Increased,yes
7408,chr2:226997841:+,0.27151638,0.29795128,Increased,yes
7410,chr2:238238269:-,0.77879685,0.80988,Decreased,yes
7411,chr2:240521938:-,0.22186916,0.22613311,Increased,yes
7413,chr2:231808722:+,0.17676303,0.18409345,Decreased,yes
7417,chr3:19985173:+,0.70524096,0.78310454,Decreased,yes
7418,chr2:219183490:+,0.10691504,0.11365097,Decreased,yes
7420,chr2:218594885:+,0.05005321,0.065746404,Increased,yes
7422,chr3:32525986:-,0.5100851,0.6764869,Increased,yes
7424,chr3:39397127:+,0.2164757,0.32714668,Decreased,yes
7427,chr3:36548004:+,0.41208455,0.45770127,Increased,yes
7428,chr3:12897220:-,0.5590169,0.56182164,Increased,yes
7431,chr3:57094301:-,0.30389422,0.5624767,Decreased,yes
7432,chr3:72749278:-,0.30003005,0.372288,Decreased,yes
7434,chr3:66378078:+,0.21167195,0.22879355,Decreased,yes
7436,chr3:69054730:-,0.41886544,0.44651887,Decreased,yes
7439,chr3:69106066:+,0.67464453,0.6882898,Increased,yes
7442,chr3:69022326:-,0.33172676,0.44305,Decreased,yes
7444,chr3:120687228:-,0.654138,0.6595682,Decreased,yes
7446,chr3:112532545:-,0.11257299,0.724452,Decreased,yes
7449,chr3:133821491:+,0.14747679,0.19676733,Increased,yes
7451,chr3:133397769:+,0.50566757,0.54916865,Decreased,yes
7455,chr3:150586015:+,0.57634276,0.583277,Increased,yes
7456,chr3:197668867:-,0.108851664,0.15211551,Increased,yes
7460,chr3:51395867:-,0.6453308,0.6971655,Increased,yes
7463,chr4:20620556:+,0.12966585,0.7530599,Increased,yes
7465,chr3:184145302:+,0.075808935,0.08992451,Decreased,yes
7466,chr3:184234996:+,0.015018507,0.029810688,Decreased,yes
7469,chr4:978991:-,0.26374182,0.37366277,Increased,yes
7475,chr4:53462830:+,0.09902307,0.213517,Increased,yes
7476,chr4:67468765:-,0.6339849,0.6424126,Increased,yes
7479,chr4:65594263:-,0.814672,0.82541335,Increased,yes
7480,chr4:47515668:+,0.03165515,0.14134042,Decreased,yes
7484,chr4:48489525:+,0.08674069,0.13054147,Increased,yes
7487,chr4:87160572:-,0.6979589,0.70922095,Increased,yes
7489,chr4:89724099:-,0.7027566,0.7156862,Increased,yes
7492,chr4:106041598:-,0.30509493,0.33230242,Increased,yes
7497,chr4:113690969:-,0.38102219,0.439676,Increased,yes
7498,chr4:102888039:+,0.24003199,0.32495952,Increased,yes
7503,chr4:118711398:+,0.11245436,0.24499479,Decreased,yes
7507,chr4:139506038:-,0.4378847,0.48477045,Increased,yes
7509,chr4:163124577:-,0.27037832,0.67589504,Decreased,yes
7513,chr4:163527119:-,0.24744244,0.25972754,Decreased,yes
7514,chr4:168894486:-,0.042334434,0.60058653,Decreased,yes
7521,chr4:186213457:+,0.39880666,0.44712323,Increased,yes
7526,chr5:10440387:+,0.46549124,0.4973043,Increased,yes
7530,chr5:6669560:+,0.421008,0.42879948,Increased,yes
7531,chr5:16661908:-,0.85035306,0.8524748,Increased,yes
7538,chr5:40831836:-,0.05305211,0.0757833,Decreased,yes
7540,chr5:58454073:-,0.30030996,0.5890276,Decreased,yes
7541,chr5:81413119:-,0.10099606,0.25511426,Increased,yes
7547,chr5:103212722:+,0.30060047,0.61912644,Increased,yes
7551,chr5:103029712:+,0.71771884,0.72804457,Decreased,yes
7555,chr5:69131070:+,0.16214198,0.48386973,Increased,yes
7558,chr5:108199252:-,0.6667061,0.6914433,Increased,yes
7561,chr5:115520910:-,0.6723705,0.7222904,Decreased,yes
7564,chr5:116294447:+,0.1907536,0.34953797,Increased,yes
7566,chr5:115828198:-,0.4567156,0.507484,Increased,yes
7571,chr5:144159274:-,0.7012862,0.7312114,Decreased,yes
7578,chr5:134831119:+,0.6130374,0.6220258,Increased,yes
7579,chr5:159157410:-,0.8890202,0.8973645,Increased,yes
7582,chr5:151083636:-,0.40771353,0.50893295,Increased,yes
7585,chr5:151812783:+,0.23442459,0.60169226,Increased,yes
7587,chr5:178126079:+,0.076476954,0.15281805,Increased,yes
7589,chr5:178150565:+,0.29441836,0.29572746,Decreased,yes
7590,chr6:3850920:+,0.25819936,0.28582737,Decreased,yes
7593,chr6:13463705:-,0.511857,0.59669805,Increased,yes
7595,chr5:139844463:+,0.09062304,0.49252295,Increased,yes
7596,chr5:140706416:+,0.15948829,0.20540667,Increased,yes
7598,chr5:176526713:-,0.4481195,0.47760516,Increased,yes
7601,chr6:26600047:+,0.057103373,0.14282171,Increased,yes
7603,chr6:57646849:+,0.29086852,0.7012756,Decreased,yes
7605,chr6:43276661:+,0.6151664,0.6220257,Increased,yes
7608,chr6:42889884:+,0.19684082,0.5248753,Increased,yes
7609,chr6:44258165:-,0.04792235,0.08528088,Increased,yes
7614,chr6:78938937:-,0.30468932,0.37743253,Decreased,yes
7615,chr6:99268644:-,0.18053167,0.18893266,Increased,yes
7619,chr6:87513939:-,0.33286119,0.44798765,Decreased,yes
7623,chr6:123072916:+,0.6456034,0.666092,Increased,yes
7626,chr6:125092629:+,0.71068215,0.87994653,Increased,yes
7629,chr6:143340302:+,0.38047415,0.4246717,Increased,yes
7631,chr6:154840581:+,0.6859604,0.7141611,Increased,yes
7640,chr6:159751170:+,0.48134458,0.54274935,Increased,yes
7643,chr1:35421333:+,0.09391205,0.18360068,Decreased,yes
7648,chr7:2728560:-,0.4295298,0.47892016,Increased,yes
7651,chr7:4268997:+,0.4597062,0.59628665,Increased,yes
7652,chr7:6608724:+,0.3547439,0.46663576,Decreased,yes
7657,chr7:28825892:+,0.6428711,0.66044307,Increased,yes
7658,chr7:55021186:+,0.24669102,0.25948602,Increased,yes
7662,chr7:44876294:-,0.8491688,0.864643,Increased,yes
7665,chr7:76067506:+,0.45707616,0.54362094,Increased,yes
7666,chr7:65401080:+,0.833413,0.8876027,Decreased,yes
7668,chr7:99890900:-,0.040847883,0.43325764,Increased,yes
7673,chr17:62615478:+,0.5329553,0.64034986,Increased,yes
7676,chr7:156973175:+,0.41627657,0.44072437,Increased,yes
7677,chr7:139419830:+,0.5090803,0.5261703,Decreased,yes
7680,chr7:140516576:-,0.3902963,0.42289928,Increased,yes
7682,chrX:19533978:-,0.28374785,0.32119793,Increased,yes
7685,chrX:41519210:-,0.25147173,0.29305097,Decreased,yes
7690,chrX:72473416:-,0.6835658,0.7149225,Decreased,yes
7692,chrX:74538219:+,0.10704965,0.14201035,Increased,yes
7695,chrX:46474637:+,0.43926492,0.4518744,Increased,yes
7698,chrX:71575890:+,0.41141433,0.54648685,Increased,yes
7700,chrX:131361171:-,0.923289,0.9257679,Increased,yes
7701,chrX:136869192:-,0.6650789,0.6731256,Increased,yes
7706,chr8:477966:+,0.81813717,0.8610154,Increased,yes
7707,chr8:27733319:-,0.56003,0.63136566,Increased,yes
7710,chr8:23575461:+,0.27951112,0.2867318,Increased,yes
7712,chr8:25415708:+,0.557245,0.5621481,Increased,yes
7714,chr8:37779721:+,0.18764144,0.4706673,Decreased,yes
7716,chr8:37756920:+,0.17659417,0.36869663,Increased,yes
7720,chr8:38269701:-,0.6043151,0.6133267,Increased,yes
7724,chr8:73032135:+,0.007198067,0.34394735,Decreased,yes
7728,chr8:109574461:-,0.46326417,0.49379197,Decreased,yes
7731,chr8:97730258:+,0.56721705,0.58905035,Increased,yes
7732,chr8:104489249:-,0.27360734,0.3448854,Decreased,yes
7734,chr8:109564965:+,0.6139112,0.7245389,Decreased,yes
7737,chr8:100154003:+,0.9250538,0.9278503,Increased,yes
7738,chr8:116774680:+,0.72783506,0.7465615,Decreased,yes
7742,chr8:124488509:-,0.4195625,0.46947888,Increased,yes
7745,chr8:144529179:-,0.036103405,0.04109685,Increased,yes
7749,chr9:2660054:+,0.55299747,0.6945466,Increased,yes
7751,chr9:4711279:-,0.44634432,0.4653469,Decreased,yes
7752,chr9:19053143:-,0.6648325,0.67735374,Increased,yes
7755,chr9:22002903:-,0.7432783,0.7561466,Increased,yes
7758,chr9:37358146:+,0.48021522,0.52390903,Increased,yes
7759,chr9:37510892:-,0.41329888,0.46204394,Increased,yes
7761,chr9:65733672:+,0.45020747,0.48192662,Decreased,yes
7765,chr9:78271682:+,0.06390195,0.09658979,Decreased,yes
7772,chr9:91287212:-,0.47642443,0.49303377,Decreased,yes
7777,chr9:107013633:+,0.8862256,0.9030615,Increased,yes
7778,chr9:112683926:-,0.22932406,0.26298124,Increased,yes
7780,chr9:121339078:-,0.4543848,0.45904198,Decreased,yes
7783,chr9:122328820:+,0.6560473,0.6700444,Increased,yes
7785,chr9:124710202:-,0.72545326,0.74671113,Increased,yes
7786,chr9:113386312:-,0.59144324,0.71465015,Increased,yes
7788,chr9:133361464:-,0.27071187,0.27887332,Increased,yes
7791,chr9:133356106:-,0.015060078,0.021192668,Decreased,yes
7793,chr9:133330152:-,0.08070832,0.35667798,Increased,yes
7796,chr9:129634604:-,0.38435644,0.47172162,Increased,yes
7798,chr9:129635599:+,0.025321087,0.027995648,Decreased,yes
7801,chr9:128166070:-,0.2816756,0.28832072,Decreased,yes
7803,chr9:130140161:+,0.24988554,0.271695,Decreased,yes
7805,chr9:138124386:+,0.04788522,0.69173604,Increased,yes
7809,chr10:11559514:-,0.35852996,0.38730353,Increased,yes
7812,chr10:22320303:+,0.39148626,0.40644827,Increased,yes
7814,chr10:23122012:+,0.7033724,0.738045,Increased,yes
7815,chr10:15778175:-,0.4157796,0.52682763,Increased,yes
7817,chr10:16590613:-,0.53798676,0.60673696,Increased,yes
7822,chr10:34109560:-,0.62836844,0.6351579,Increased,yes
7827,chr10:31529804:+,0.38722184,0.47157472,Decreased,yes
7828,chr10:59246133:-,0.38916606,0.6436593,Increased,yes
7830,chr10:84216525:+,0.3177183,0.32993168,Decreased,yes
7834,chr10:77975611:-,0.07452351,0.076530784,Increased,yes
7837,chr10:67921907:-,0.589207,0.60783786,Increased,yes
7841,chr10:87050489:-,0.8946467,0.8958043,Increased,yes
7847,chr10:90908555:+,0.67231727,0.67683643,Increased,yes
7849,chr10:93668571:-,0.37158754,0.37904122,Decreased,yes
7856,chr10:70428616:+,0.36813956,0.41105148,Increased,yes
7858,chr10:103290348:+,0.5593853,0.58307123,Increased,yes
7860,chr10:103389063:+,0.25293118,0.25949296,Increased,yes
7862,chr10:102150331:+,0.32131535,0.36114624,Increased,yes
7864,chr10:103083384:+,0.098103106,0.10468682,Increased,yes
7867,chr10:119499813:-,0.013255523,0.02050784,Decreased,yes
7869,chr11:27494418:-,0.086300366,0.13732961,Decreased,yes
7874,chr11:43856616:+,0.821573,0.8439606,Decreased,yes
7875,chr11:34874031:-,0.5022653,0.68638647,Increased,yes
7878,chr11:46380551:+,0.18644404,0.18963997,Increased,yes
7880,chr11:32606259:+,0.6024996,0.62674165,Increased,yes
7881,chr11:47160025:+,0.032282338,0.04052413,Decreased,yes
7883,chr11:47465938:-,0.63196766,0.6427373,Increased,yes
7886,chr11:86345929:+,0.5593761,0.58229077,Decreased,yes
7888,chr11:96353226:-,0.11354754,0.17243966,Increased,yes
7890,chr11:77124495:+,0.024107752,0.06415715,Decreased,yes
7892,chr11:77878721:-,0.24292618,0.39564002,Decreased,yes
7894,chr11:77321551:-,0.52209264,0.58514166,Increased,yes
7898,chr11:75422304:+,0.33154887,0.34100303,Increased,yes
7901,chr11:110171706:+,0.4409892,0.4635678,Increased,yes
7905,chr11:113278435:+,0.67716753,0.68858993,Increased,yes
7907,chr11:108157393:-,0.46207866,0.581356,Decreased,yes
7910,chr11:61356182:+,0.15756471,0.85584885,Increased,yes
7911,chr11:62593214:-,0.8070431,0.905834,Increased,yes
7913,chr11:61402654:-,0.27160025,0.5478703,Increased,yes
7917,chr11:125488199:-,0.37342605,0.39028996,Decreased,yes
7919,chr11:118541127:+,0.5749833,0.6134199,Decreased,yes
7922,chr20:31855930:-,0.79908544,0.8369703,Increased,yes
7924,chr20:36777448:-,0.6658761,0.7178981,Increased,yes
7926,chr20:46173739:-,0.29833096,0.3002472,Increased,yes
7928,chr20:63195431:-,0.617072,0.6345485,Increased,yes
7931,chr11:69665566:-,0.17901465,0.21253008,Increased,yes
7935,chr16:30075233:+,0.17617367,0.37681672,Increased,yes
7936,chr16:29992331:-,0.27484524,0.3405069,Decreased,yes
7939,chr16:29992260:+,0.24617827,0.2605546,Increased,yes
7941,chr12:65966290:+,0.20676225,0.52090746,Decreased,yes
7944,chrX:21642864:+,0.26455128,0.4022464,Increased,yes
7948,chr11:99023860:+,0.4757025,0.48841137,Increased,yes
7950,chr10:32900392:-,0.3619886,0.6124393,Decreased,yes
7951,chr11:94962623:-,0.33263668,0.35096744,Increased,yes
7956,chr16:61725189:-,0.27866644,0.47094357,Decreased,yes
7959,chr13:113455818:-,0.25894687,0.2636332,Decreased,yes
7960,chr13:113535283:+,0.3070149,0.32757303,Decreased,yes
7962,chr13:20724086:-,0.34616068,0.35252717,Increased,yes
7968,chr13:21149079:+,0.30458274,0.32719514,Increased,yes
7973,chr4:62081595:+,0.60214096,0.6649893,Increased,yes
7976,chr18:37232140:+,0.2636673,0.44785398,Increased,yes
7978,chr14:39350692:+,0.51443577,0.72239757,Increased,yes
7982,chr2:132645854:-,0.09295218,0.098468564,Decreased,yes
7984,chr10:110898738:+,0.53239053,0.5865996,Increased,yes
7988,chr10:111080902:+,0.24632648,0.2618102,Decreased,yes
7989,chr4:175632943:-,0.35180253,0.3833212,Decreased,yes
7994,chr11:84921118:-,0.6794499,0.6835907,Increased,yes
7998,chr11:86811229:+,0.5942489,0.6289453,Increased,yes
8000,chr2:182117684:+,0.39952958,0.75363237,Increased,yes
8002,chr5:10264925:+,0.29492518,0.48250484,Decreased,yes
8005,chr5:10225509:-,0.2656785,0.27599752,Decreased,yes
8007,chr11:111975994:+,0.34043702,0.3889466,Decreased,yes
8015,chr11:112064388:+,0.6328953,0.6777853,Increased,yes
8017,chr11:112084376:+,0.26127952,0.28824657,Increased,yes
8019,chr11:112085148:-,0.26796353,0.2823948,Decreased,yes
8020,chr11:112233759:+,0.14720337,0.68111265,Decreased,yes
8026,chr10:22536893:-,0.09050569,0.17485398,Decreased,yes
8027,chr2:36551033:+,0.36924002,0.6719222,Decreased,yes
8030,chr12:122937438:-,0.4691152,0.47490686,Increased,yes
8032,chr4:139047643:+,0.73172057,0.7403579,Increased,yes
8034,chr10:25602231:+,0.7518847,0.7960477,Decreased,yes
8035,chr12:1945571:-,0.2924026,0.31797206,Increased,yes
8041,chr12:2697948:+,0.2888469,0.77296394,Increased,yes
8042,chr3:25718944:-,0.6226871,0.7400939,Increased,yes
8045,chr12:105017624:+,0.844256,0.8527333,Increased,yes
8046,chr12:106973981:+,0.124787524,0.52578145,Decreased,yes
8049,chr12:109536699:+,0.5865691,0.5921454,Increased,yes
8051,chr10:60026858:-,0.093174554,0.19021246,Decreased,yes
8053,chr12:113391570:+,0.028090259,0.18207657,Increased,yes
8057,chr12:42087058:-,0.15093498,0.23878786,Decreased,yes
8059,chr4:98879574:-,0.18287258,0.23225465,Decreased,yes
8062,chr5:123615441:+,0.37475842,0.41823596,Decreased,yes
8066,chr14:32830813:+,0.1732376,0.213259,Increased,yes
8072,chr14:33803918:+,0.39164555,0.48795027,Decreased,yes
8074,chr14:35081723:+,0.28240445,0.29649964,Decreased,yes
8077,chr11:44245421:+,0.19721001,0.23567009,Increased,yes
8081,chr2:669210:-,0.12250728,0.20374925,Increased,yes
8083,chr11:78068348:-,0.6406998,0.75036097,Decreased,yes
8085,chr11:86441109:-,0.28761062,0.31362584,Increased,yes
8088,chr4:124664485:-,0.791005,0.80258733,Increased,yes
8093,chr10:12019057:-,0.5674128,0.58241147,Increased,yes
8095,chr4:128877744:-,0.44772723,0.46890786,Increased,yes
8098,chr10:12896626:-,0.459332,0.4966091,Increased,yes
8100,chr10:13643706:-,0.69515496,0.7013191,Increased,yes
8106,chr11:134265850:+,0.33727953,0.4286471,Increased,yes
8109,chr11:134247790:+,0.07333509,0.13959135,Increased,yes
8111,chr10:112451968:+,0.71366155,0.7625258,Increased,yes
8114,chr4:17483034:-,0.27036634,0.2976793,Increased,yes
8119,chr10:114865931:+,0.29724807,0.32253337,Increased,yes
8120,chr10:132205627:+,0.0013740347,0.0068590576,Decreased,yes
8122,chr10:7750963:-,0.3158264,0.39936656,Increased,yes
8125,chr2:46581287:-,0.6516919,0.6894261,Decreased,yes
8126,chr2:190371581:+,0.67137593,0.79641676,Decreased,yes
8130,chr2:190507225:+,0.40335384,0.4236011,Increased,yes
8132,chr2:7044176:+,0.06662623,0.110817015,Increased,yes
8135,chr4:185150382:+,0.5516557,0.7127477,Increased,yes
8137,chr12:31671887:-,0.2555401,0.268999,Decreased,yes
8140,chr12:32383632:+,0.4205236,0.51135623,Increased,yes
8141,chr13:44397713:+,0.29818264,0.33507204,Decreased,yes
8146,chr3:21418424:-,0.692092,0.70552135,Decreased,yes
8148,chr13:23328832:-,0.66104907,0.7041054,Decreased,yes
8149,chr5:43444252:-,0.4924618,0.62606263,Increased,yes
8152,chr5:50843407:+,0.5851061,0.7555369,Decreased,yes
8154,chr10:118676411:-,0.63042015,0.64457494,Increased,yes
8157,chr6:56457998:-,0.39534977,0.6925953,Increased,yes
8159,chr10:119571805:-,0.7699188,0.77361107,Increased,yes
8163,chr1:176859812:-,0.5971665,0.6095376,Decreased,yes
8165,chr2:134455759:-,0.25467855,0.25913122,Decreased,yes
8169,chr2:38785001:+,0.5922568,0.6018982,Increased,yes
8170,chr13:78598943:-,0.6460837,0.6873591,Increased,yes
8172,chr11:30336806:+,0.12571454,0.1618009,Decreased,yes
8175,chr18:45847609:-,0.3711932,0.5629443,Increased,yes
8179,chr18:46266987:+,0.8900058,0.8920408,Decreased,yes
8182,chr11:14872043:+,0.2362705,0.25197262,Increased,yes
8185,chr5:82266631:+,0.5558429,0.5715673,Increased,yes
8188,chr11:106936368:-,0.7753997,0.79831237,Increased,yes
8189,chr5:79306460:+,0.0024748673,0.32902056,Decreased,yes
8192,chr5:79373268:-,0.0072232946,0.9830698,Increased,yes
8196,chr19:57935971:-,0.5994155,0.604594,Increased,yes
8200,chr10:15108562:-,0.15354568,0.19441772,Decreased,yes
8205,chr3:191398659:+,0.5949424,0.635538,Increased,yes
8207,chr5:111494882:+,0.67813903,0.6847312,Increased,yes
8208,chr5:115124763:-,0.58675003,0.7420127,Increased,yes
8212,chr11:105913109:+,0.7683732,0.7790336,Increased,yes
8217,chr5:36194230:-,0.58067566,0.5917066,Decreased,yes
8220,chr5:52804043:+,0.4028017,0.50071716,Increased,yes
8221,chr5:134601154:-,0.68185675,0.6998694,Increased,yes
8225,chr13:94629282:+,0.46626586,0.53289825,Increased,yes
8229,chr13:98449767:+,0.25816622,0.36376667,Increased,yes
8231,chr10:89634150:-,0.41674984,0.43820807,Increased,yes
8233,chr4:80204326:+,0.4270763,0.59069395,Increased,yes
8234,chr4:82422569:-,0.08640423,0.13991696,Increased,yes
8237,chr6:144853032:+,0.63746876,0.64817,Decreased,yes
8241,chr7:64980261:-,0.41208604,0.42246243,Decreased,yes
8243,chr5:58859392:+,0.52440023,0.6639985,Increased,yes
8247,chr12:27040989:+,0.2724581,0.28188965,Increased,yes
8248,chr4:22370744:-,0.72580177,0.7671157,Increased,yes
8251,chr4:24998848:-,0.6705376,0.6766842,Increased,yes
8254,chr16:8852948:-,0.4062536,0.4112642,Increased,yes
8256,chr2:111767640:-,0.27146342,0.35894182,Increased,yes
8261,chr5:96774679:+,0.7796213,0.8207723,Increased,yes
8263,chr4:140385726:+,0.76802933,0.790422,Increased,yes
8264,chr4:140388455:-,0.4634954,0.49095926,Increased,yes
8269,chr5:90393825:-,0.4678767,0.5861132,Decreased,yes
8270,chr4:143553413:+,0.7067573,0.71955746,Decreased,yes
8277,chr1:244853660:-,0.1401274,0.17980805,Decreased,yes
8281,chr2:108785808:+,0.32536325,0.3742196,Increased,yes
8283,chr1:246839316:-,0.1412656,0.33627465,Increased,yes
8285,chr2:156335938:-,0.30877975,0.4319113,Increased,yes
8293,chr2:165127982:-,0.005842714,0.0669827,Decreased,yes
8295,chr6:46678175:+,0.28291664,0.28928992,Increased,yes
8296,chr8:129839594:-,0.6219549,0.6725734,Increased,yes
8299,chr1:211435330:+,0.6584482,0.6946852,Increased,yes
8302,chr5:189967:+,0.31830922,0.34419337,Increased,yes
8305,chr13:110721073:+,0.38618305,0.4517916,Increased,yes
8307,chr13:113399611:-,0.42142123,0.6555929,Increased,yes
8312,chr3:33400054:+,0.08578963,0.6072854,Increased,yes
8316,chr3:33405281:-,0.5604236,0.5857502,Increased,yes
8319,chr2:86778041:+,0.6603341,0.7300195,Increased,yes
8321,chr9:9983471:-,0.8060211,0.81281227,Increased,yes
8323,chr16:75378745:-,0.71992755,0.7309921,Decreased,yes
8324,chr16:84974462:-,0.62209123,0.6317294,Increased,yes
8326,chr2:229763837:-,0.44821575,0.4865443,Increased,yes
8331,chr19:33815760:+,0.5729467,0.5916492,Decreased,yes
8333,chr19:34762795:-,0.89506096,0.9422732,Increased,yes
8338,chr5:66183615:+,0.7426063,0.78334004,Increased,yes
8340,chr17:56869565:+,0.5458132,0.55833274,Increased,yes
8341,chr1:87106218:+,0.2009492,0.2224445,Decreased,yes
8346,chr17:57684683:+,0.39750478,0.9358548,Increased,yes
8348,chr7:81948060:-,0.38685247,0.4732038,Decreased,yes
8350,chr6:117710729:+,0.7895502,0.80530894,Decreased,yes
8351,chr14:63371363:-,0.5940148,0.6092004,Increased,yes
8356,chr1:77559965:+,0.54969186,0.57474834,Increased,yes
8357,chr11:119414953:-,0.3710215,0.52694285,Increased,yes
8361,chr11:121088345:+,0.33489957,0.35144413,Decreased,yes
8364,chr16:87698153:+,0.30575436,0.32271945,Increased,yes
8366,chr5:14704805:-,0.39620847,0.43728957,Increased,yes
8372,chr5:14698605:+,0.3791095,0.49298546,Increased,yes
8376,chr11:122814472:+,0.32739872,0.34921858,Increased,yes
8380,chr11:124635925:+,0.45705035,0.47700888,Increased,yes
8381,chr5:16473038:-,0.115611054,0.4007303,Increased,yes
8383,chr3:100363464:-,0.6635194,0.6866089,Increased,yes
8385,chr1:52346961:-,0.4010081,0.41240528,Decreased,yes
8387,chr17:69246513:-,0.2697133,0.35804266,Increased,yes
8392,chr1:222666143:+,0.20433603,0.25346538,Decreased,yes
8395,chr1:223005991:+,0.56195164,0.6507394,Increased,yes
8396,chr3:171061340:-,0.5813598,0.6014952,Increased,yes
8399,chr1:225486836:-,0.8515931,0.8692214,Increased,yes
8403,chr10:123165362:+,0.62323856,0.63462204,Decreased,yes
8405,chr1:92841049:-,0.1714494,0.284998,Decreased,yes
8410,chr8:73946604:-,0.39451894,0.46309692,Decreased,yes
8411,chr21:17788974:-,0.66960883,0.6839036,Increased,yes
8415,chr21:21538773:+,0.5502727,0.6590927,Decreased,yes
8418,chr21:25714739:+,0.066775054,0.08876112,Decreased,yes
8422,chr21:25724501:-,0.41781583,0.7534963,Increased,yes
8424,chr3:14671205:+,0.0129294265,0.055961218,Decreased,yes
8427,chr17:17212214:-,0.7455336,0.75295454,Increased,yes
8429,chr3:16257061:-,0.35535243,0.41752076,Increased,yes
8435,chr3:16335134:+,0.40764555,0.42533886,Increased,yes
8438,chr3:17090592:+,0.29228473,0.35758922,Increased,yes
8441,chr18:9546917:-,0.2063864,0.39120516,Decreased,yes
8443,chr18:10848501:-,0.15647537,0.39345384,Increased,yes
8445,chr18:11884053:-,0.09568786,0.114172325,Increased,yes
8449,chr3:133828457:-,0.083964996,0.3095611,Decreased,yes
8451,chr17:50694857:-,0.30472007,0.31887564,Decreased,yes
8452,chr17:51630320:-,0.77446616,0.78171164,Increased,yes
8455,chr7:55470613:-,0.59671897,0.5988432,Increased,yes
8456,chr8:102648784:-,0.65419644,0.7654281,Increased,yes
8461,chr7:158021836:-,0.6065497,0.608067,Increased,yes
8466,chr8:102826403:-,0.1260328,0.31204987,Increased,yes
8469,chr8:103069282:+,0.23820463,0.2965716,Decreased,yes
8474,chr8:90994268:-,0.7879923,0.8199727,Decreased,yes
8477,chr6:110609978:-,0.6631556,0.82309794,Increased,yes
8479,chr8:6759663:+,0.67179817,0.8730948,Decreased,yes
